step,tokens_seen,train_loss,val_loss,val_perplexity,learning_rate,wall_time_sec
65,34078720,487.27168893814087,,,8.661417322834646e-05,512.8075544834137
66,34603008,485.95063638687134,,,8.792650918635172e-05,520.3681364059448
67,35127296,483.48944425582886,,,8.923884514435695e-05,527.9251544475555
68,35651584,485.666748046875,,,9.055118110236221e-05,535.4813392162323
69,36175872,482.4159379005432,,,9.186351706036746e-05,543.0382783412933
70,36700160,481.4958667755127,,,9.317585301837271e-05,550.5958986282349
71,37224448,481.0791883468628,,,9.448818897637796e-05,558.1521725654602
72,37748736,482.31003999710083,,,9.58005249343832e-05,565.7091324329376
73,38273024,481.47471380233765,,,9.711286089238845e-05,573.2649188041687
74,38797312,480.47052097320557,,,9.842519685039371e-05,580.8217031955719
75,39321600,480.288049697876,,,9.973753280839895e-05,588.3780274391174
76,39845888,483.0364875793457,,,0.00010104986876640421,595.9341194629669
77,40370176,479.9981827735901,,,0.00010236220472440946,603.4915874004364
78,40894464,481.3742003440857,,,0.0001036745406824147,611.0489845275879
79,41418752,478.8898868560791,,,0.00010498687664041995,618.604861497879
80,41943040,477.1367235183716,,,0.0001062992125984252,626.1629357337952
81,42467328,479.6462182998657,,,0.00010761154855643045,633.7201948165894
82,42991616,478.69105291366577,,,0.00010892388451443571,641.2750005722046
83,43515904,477.33353424072266,,,0.00011023622047244094,648.8296592235565
84,44040192,478.9125747680664,,,0.0001115485564304462,656.3833408355713
85,44564480,478.17608642578125,,,0.00011286089238845144,663.9373846054077
86,45088768,476.22952127456665,,,0.0001141732283464567,671.4904623031616
87,45613056,476.15580701828003,,,0.00011548556430446195,679.0449697971344
88,46137344,474.519766330719,,,0.0001167979002624672,686.5992693901062
89,46661632,475.7945580482483,,,0.00011811023622047244,694.1548295021057
90,47185920,474.1599454879761,,,0.0001194225721784777,701.7113280296326
91,47710208,474.0434274673462,,,0.00012073490813648294,709.2690396308899
92,48234496,475.5035676956177,,,0.0001220472440944882,716.825700044632
93,48758784,474.47561597824097,,,0.00012335958005249345,724.3824863433838
94,49283072,473.4740710258484,,,0.0001246719160104987,731.9386918544769
95,49807360,475.6437478065491,,,0.00012598425196850394,739.4963471889496
96,50331648,473.9704074859619,,,0.0001272965879265092,747.0551447868347
97,50855936,471.8505525588989,,,0.00012860892388451444,754.6110937595367
98,51380224,469.49227380752563,,,0.00012992125984251967,762.1711375713348
99,51904512,473.3682904243469,,,0.00013123359580052493,769.7330236434937
100,52428800,472.1277480125427,7.340446557998657,1541.4002846268797,0.0001325459317585302,781.9712233543396
101,52953088,470.7965383529663,,,0.00013385826771653546,791.3011252880096
102,53477376,469.1387052536011,,,0.0001351706036745407,798.8583972454071
103,54001664,471.43661403656006,,,0.00013648293963254592,806.4189164638519
104,54525952,469.3698191642761,,,0.00013779527559055118,813.9775779247284
105,55050240,468.62730836868286,,,0.00013910761154855645,821.5348453521729
106,55574528,468.236882686615,,,0.00014041994750656168,829.093533039093
107,56098816,468.4723701477051,,,0.00014173228346456694,836.6516938209534
108,56623104,467.2465009689331,,,0.00014304461942257218,844.2030565738678
109,57147392,466.90812063217163,,,0.00014435695538057744,851.7685689926147
110,57671680,467.98438835144043,,,0.00014566929133858267,859.3260281085968
111,58195968,464.8982949256897,,,0.00014698162729658793,866.8822441101074
112,58720256,464.82048416137695,,,0.0001482939632545932,874.4414751529694
113,59244544,465.1829628944397,,,0.00014960629921259843,882.0009882450104
114,59768832,465.4803786277771,,,0.00015091863517060366,889.5580720901489
115,60293120,465.1924510002136,,,0.00015223097112860892,897.1167030334473
116,60817408,463.8320937156677,,,0.00015354330708661418,904.6740157604218
117,61341696,463.6504793167114,,,0.00015485564304461945,912.2333996295929
118,61865984,463.2334108352661,,,0.00015616797900262468,919.790962934494
119,62390272,462.1735768318176,,,0.00015748031496062991,927.3533351421356
120,62914560,463.5251655578613,,,0.00015879265091863517,934.9138095378876
121,63438848,462.42813062667847,,,0.00016010498687664044,942.4742350578308
122,63963136,463.0715594291687,,,0.00016141732283464567,950.0361113548279
123,64487424,460.8063335418701,,,0.00016272965879265093,957.5966897010803
124,65011712,458.26674604415894,,,0.00016404199475065617,965.1575338840485
125,65536000,461.6165728569031,,,0.00016535433070866143,972.7192823886871
126,66060288,461.2698345184326,,,0.00016666666666666666,980.2732665538788
127,66584576,458.8497562408447,,,0.00016797900262467192,987.8293220996857
128,67108864,458.2019476890564,,,0.00016929133858267718,995.3876276016235
129,67633152,458.52693462371826,,,0.00017060367454068242,1002.9439516067505
130,68157440,457.0973873138428,,,0.00017191601049868765,1010.5007472038269
131,68681728,455.2447667121887,,,0.0001732283464566929,1018.06023478508
132,69206016,456.01494455337524,,,0.00017454068241469817,1025.6174342632294
133,69730304,457.1419949531555,,,0.00017585301837270344,1033.1768951416016
134,70254592,456.04286766052246,,,0.00017716535433070864,1040.7365190982819
135,70778880,456.16092252731323,,,0.0001784776902887139,1048.2956507205963
136,71303168,456.0703282356262,,,0.00017979002624671917,1055.8524050712585
137,71827456,452.2046504020691,,,0.00018110236220472443,1063.4105925559998
138,72351744,457.2240037918091,,,0.00018241469816272966,1070.9700286388397
139,72876032,456.1598696708679,,,0.00018372703412073492,1078.529390335083
140,73400320,454.74934005737305,,,0.00018503937007874016,1086.08887052536
141,73924608,455.2312870025635,,,0.00018635170603674542,1093.6499853134155
142,74448896,454.39169216156006,,,0.00018766404199475065,1101.2107071876526
143,74973184,452.00864362716675,,,0.0001889763779527559,1108.7698185443878
144,75497472,454.5315008163452,,,0.00019028871391076117,1116.3280289173126
145,76021760,453.0722680091858,,,0.0001916010498687664,1123.889174938202
146,76546048,452.56927251815796,,,0.00019291338582677164,1131.448349237442
147,77070336,453.6556944847107,,,0.0001942257217847769,1139.0091290473938
148,77594624,451.523943901062,,,0.00019553805774278216,1146.5698018074036
149,78118912,451.8544387817383,,,0.00019685039370078743,1154.13320851326
150,78643200,449.68897914886475,,,0.00019816272965879263,1161.6913757324219
151,79167488,448.41880798339844,,,0.0001994750656167979,1169.2504098415375
152,79691776,449.27683115005493,,,0.00020078740157480316,1176.8083181381226
153,80216064,451.32175302505493,,,0.00020209973753280842,1184.3657174110413
154,80740352,449.80315685272217,,,0.00020341207349081365,1191.9240939617157
155,81264640,450.1683382987976,,,0.0002047244094488189,1199.484030008316
156,81788928,448.30430269241333,,,0.00020603674540682415,1207.0424842834473
157,82313216,449.23912143707275,,,0.0002073490813648294,1214.5954287052155
158,82837504,446.65919399261475,,,0.00020866141732283464,1222.1616847515106
159,83361792,447.2063603401184,,,0.0002099737532808399,1229.7216432094574
160,83886080,447.27201747894287,,,0.00021128608923884516,1237.2805292606354
161,84410368,446.14519453048706,,,0.0002125984251968504,1244.838341474533
162,84934656,446.9124207496643,,,0.00021391076115485563,1252.3992357254028
163,85458944,444.89408683776855,,,0.0002152230971128609,1259.9573619365692
164,85983232,447.0507674217224,,,0.00021653543307086615,1267.51718211174
165,86507520,446.5318570137024,,,0.00021784776902887142,1275.077154159546
166,87031808,446.3351821899414,,,0.00021916010498687662,1282.634614944458
167,87556096,446.4628643989563,,,0.00022047244094488188,1290.1925241947174
168,88080384,446.1533899307251,,,0.00022178477690288715,1297.751778125763
169,88604672,446.82978916168213,,,0.0002230971128608924,1305.3086409568787
170,89128960,444.3930253982544,,,0.00022440944881889764,1312.867921590805
171,89653248,443.8235492706299,,,0.00022572178477690288,1320.427237033844
172,90177536,443.2698645591736,,,0.00022703412073490814,1327.9853842258453
173,90701824,446.38933277130127,,,0.0002283464566929134,1335.5454115867615
174,91226112,444.0719356536865,,,0.00022965879265091863,1343.1044597625732
175,91750400,443.5805277824402,,,0.0002309711286089239,1350.663390159607
176,92274688,443.61149740219116,,,0.00023228346456692915,1358.226922750473
177,92798976,442.7047996520996,,,0.0002335958005249344,1365.7859644889832
178,93323264,444.40279626846313,,,0.00023490813648293962,1373.3466272354126
179,93847552,442.5373387336731,,,0.00023622047244094488,1380.9060816764832
180,94371840,442.67676734924316,,,0.00023753280839895015,1388.4688539505005
181,94896128,439.77654933929443,,,0.0002388451443569554,1396.0274631977081
182,95420416,439.6773724555969,,,0.00024015748031496061,1403.588309764862
183,95944704,439.1888279914856,,,0.00024146981627296587,1411.1461064815521
184,96468992,441.1737928390503,,,0.00024278215223097114,1418.7059578895569
185,96993280,439.59468364715576,,,0.0002440944881889764,1426.2713181972504
186,97517568,440.9586853981018,,,0.0002454068241469816,1433.829409122467
187,98041856,440.88856267929077,,,0.0002467191601049869,1441.3880653381348
188,98566144,439.4130525588989,,,0.0002480314960629921,1448.9477779865265
189,99090432,438.9791193008423,,,0.0002493438320209974,1456.5152034759521
190,99614720,439.93816232681274,,,0.00025065616797900265,1464.0735111236572
191,100139008,436.4930739402771,,,0.0002519685039370079,1471.6322119235992
192,100663296,438.10538387298584,,,0.0002532808398950131,1479.1916007995605
193,101187584,436.85156440734863,,,0.0002545931758530184,1486.7518932819366
194,101711872,437.5173420906067,,,0.00025590551181102364,1494.309021949768
195,102236160,436.47587299346924,,,0.0002572178477690289,1501.8674147129059
196,102760448,437.3567090034485,,,0.0002585301837270341,1509.4250147342682
197,103284736,437.94503593444824,,,0.00025984251968503934,1516.9845566749573
198,103809024,435.6031060218811,,,0.00026115485564304463,1524.5438940525055
199,104333312,436.17170572280884,,,0.00026246719160104987,1532.1034488677979
200,104857600,436.0259699821472,6.78869845867157,887.7573566801249,0.0002637795275590551,1544.3371179103851
201,105381888,435.2132315635681,,,0.0002650918635170604,1553.6428294181824
202,105906176,436.8410601615906,,,0.0002664041994750656,1561.2016367912292
203,106430464,433.8774518966675,,,0.0002677165354330709,1568.7601187229156
204,106954752,434.01399993896484,,,0.00026902887139107614,1576.3234894275665
205,107479040,434.05347442626953,,,0.0002703412073490814,1583.8849742412567
206,108003328,433.10338592529297,,,0.0002716535433070866,1591.4452102184296
207,108527616,433.42918491363525,,,0.00027296587926509185,1599.001835346222
208,109051904,432.4613628387451,,,0.0002742782152230971,1606.5598316192627
209,109576192,432.39241075515747,,,0.00027559055118110237,1614.1189267635345
210,110100480,433.0210771560669,,,0.0002769028871391076,1621.678358078003
211,110624768,432.2312936782837,,,0.0002782152230971129,1629.2380316257477
212,111149056,431.96818256378174,,,0.0002795275590551181,1636.796966791153
213,111673344,432.8137798309326,,,0.00028083989501312336,1644.3549540042877
214,112197632,431.74575901031494,,,0.00028215223097112865,1651.913913011551
215,112721920,432.74013805389404,,,0.0002834645669291339,1659.4736354351044
216,113246208,433.0826196670532,,,0.00028477690288713906,1667.0339982509613
217,113770496,431.831693649292,,,0.00028608923884514435,1674.5954639911652
218,114294784,434.9182734489441,,,0.0002874015748031496,1682.157485485077
219,114819072,432.1721410751343,,,0.0002887139107611549,1689.7191243171692
220,115343360,430.39739513397217,,,0.0002900262467191601,1697.2808945178986
221,115867648,431.0859375,,,0.00029133858267716534,1704.8410215377808
222,116391936,430.76644706726074,,,0.00029265091863517063,1712.4002358913422
223,116916224,430.6045651435852,,,0.00029396325459317586,1719.9598321914673
224,117440512,430.7644896507263,,,0.0002952755905511811,1727.5179290771484
225,117964800,429.80601024627686,,,0.0002965879265091864,1735.0702848434448
226,118489088,429.581805229187,,,0.0002979002624671916,1742.6327838897705
227,119013376,428.7758913040161,,,0.00029921259842519685,1750.1905188560486
228,119537664,427.78948974609375,,,0.0003005249343832021,1757.7474522590637
229,120061952,428.12576818466187,,,0.0003018372703412073,1765.3035883903503
230,120586240,427.50421667099,,,0.0003031496062992126,1772.86150598526
231,121110528,428.58498525619507,,,0.00030446194225721785,1780.4241216182709
232,121634816,428.06494092941284,,,0.0003057742782152231,1787.9831833839417
233,122159104,426.8379306793213,,,0.00030708661417322837,1795.5420303344727
234,122683392,425.30673027038574,,,0.0003083989501312336,1803.1004672050476
235,123207680,427.2748832702637,,,0.0003097112860892389,1810.6603786945343
236,123731968,426.30775451660156,,,0.0003110236220472441,1818.2198400497437
237,124256256,427.05401515960693,,,0.00031233595800524936,1825.7811493873596
238,124780544,426.4848828315735,,,0.0003136482939632546,1833.3409371376038
239,125304832,426.39152812957764,,,0.00031496062992125983,1840.9018585681915
240,125829120,428.389995098114,,,0.00031627296587926506,1848.4611983299255
241,126353408,424.96547079086304,,,0.00031758530183727035,1856.0209157466888
242,126877696,425.6578006744385,,,0.0003188976377952756,1863.5812067985535
243,127401984,425.7434334754944,,,0.00032020997375328087,1871.140124797821
244,127926272,426.5739974975586,,,0.0003215223097112861,1878.7034599781036
245,128450560,426.01314067840576,,,0.00032283464566929134,1886.262125968933
246,128974848,425.20664834976196,,,0.00032414698162729663,1893.8209030628204
247,129499136,423.2500276565552,,,0.00032545931758530186,1901.3859331607819
248,130023424,424.2233395576477,,,0.00032677165354330704,1908.9474039077759
249,130547712,423.282142162323,,,0.00032808398950131233,1916.5111191272736
250,131072000,424.563289642334,,,0.00032939632545931757,1924.0706896781921
251,131596288,423.76416301727295,,,0.00033070866141732285,1931.6323244571686
252,132120576,423.55109691619873,,,0.0003320209973753281,1939.1952300071716
253,132644864,424.459894657135,,,0.0003333333333333333,1946.7535910606384
254,133169152,423.47480297088623,,,0.0003346456692913386,1954.3165125846863
255,133693440,425.68078994750977,,,0.00033595800524934384,1961.878791809082
256,134217728,425.6510396003723,,,0.0003372703412073491,1969.4389040470123
257,134742016,426.3237247467041,,,0.00033858267716535437,1977.002073764801
258,135266304,423.95832109451294,,,0.0003398950131233596,1984.5651233196259
259,135790592,425.41005754470825,,,0.00034120734908136484,1992.1261203289032
260,136314880,427.0745816230774,,,0.00034251968503937007,1999.6840631961823
261,136839168,424.69192123413086,,,0.0003438320209973753,2007.2497777938843
262,137363456,423.29129362106323,,,0.0003451443569553806,2014.8109390735626
263,137887744,424.4369215965271,,,0.0003464566929133858,2022.3687348365784
264,138412032,424.8678288459778,,,0.00034776902887139106,2029.9219357967377
265,138936320,422.79236125946045,,,0.00034908136482939635,2037.4777734279633
266,139460608,422.12361907958984,,,0.0003503937007874016,2045.0384702682495
267,139984896,421.9711380004883,,,0.00035170603674540687,2052.599941968918
268,140509184,421.1831669807434,,,0.0003530183727034121,2060.157247066498
269,141033472,424.6963586807251,,,0.0003543307086614173,2067.71564245224
270,141557760,423.4512929916382,,,0.0003556430446194226,2075.273749113083
271,142082048,420.2948808670044,,,0.0003569553805774278,2082.8349945545197
272,142606336,421.354736328125,,,0.00035826771653543304,2090.397882461548
273,143130624,419.9684853553772,,,0.00035958005249343833,2097.9587795734406
274,143654912,421.9746627807617,,,0.00036089238845144356,2105.519793510437
275,144179200,422.2702670097351,,,0.00036220472440944885,2113.081058740616
276,144703488,420.3577971458435,,,0.0003635170603674541,2120.6420476436615
277,145227776,419.72685718536377,,,0.0003648293963254593,2128.201703310013
278,145752064,419.32253313064575,,,0.0003661417322834646,2135.7606506347656
279,146276352,419.6951494216919,,,0.00036745406824146984,2143.3206441402435
280,146800640,419.7483377456665,,,0.000368766404199475,2150.878628015518
281,147324928,419.53510427474976,,,0.0003700787401574803,2158.4393153190613
282,147849216,418.54188346862793,,,0.00037139107611548555,2165.998818397522
283,148373504,418.72976303100586,,,0.00037270341207349083,2173.5582027435303
284,148897792,417.9057340621948,,,0.00037401574803149607,2181.115833759308
285,149422080,418.7141876220703,,,0.0003753280839895013,2188.6749312877655
286,149946368,418.11410570144653,,,0.0003766404199475066,2196.2329654693604
287,150470656,417.39630937576294,,,0.0003779527559055118,2203.790930747986
288,150994944,418.0878252983093,,,0.00037926509186351706,2211.3487367630005
289,151519232,416.18886852264404,,,0.00038057742782152235,2218.9083776474
290,152043520,417.86546659469604,,,0.00038188976377952753,2226.4672236442566
291,152567808,414.7815351486206,,,0.0003832020997375328,2234.0302395820618
292,153092096,415.8953609466553,,,0.00038451443569553805,2241.586713075638
293,153616384,417.0292763710022,,,0.0003858267716535433,2249.146607398987
294,154140672,414.110369682312,,,0.00038713910761154857,2256.6923348903656
295,154664960,417.40836000442505,,,0.0003884514435695538,2264.264861345291
296,155189248,417.5323781967163,,,0.00038976377952755904,2271.8238084316254
297,155713536,418.0881543159485,,,0.00039107611548556433,2279.383867263794
298,156237824,417.0295548439026,,,0.00039238845144356956,2286.9428312778473
299,156762112,415.2225203514099,,,0.00039370078740157485,2294.5009593963623
300,157286400,416.49628162384033,6.478109097480774,650.739297597177,0.0003950131233595801,2306.7349190711975
301,157810688,416.6694006919861,,,0.00039632545931758527,2314.247495174408
302,158334976,415.9631567001343,,,0.00039763779527559055,2321.804641723633
303,158859264,415.2983522415161,,,0.0003989501312335958,2329.3611328601837
304,159383552,414.72377920150757,,,0.000400262467191601,2336.924467563629
305,159907840,416.8074803352356,,,0.0004015748031496063,2344.4823813438416
306,160432128,416.3537001609802,,,0.00040288713910761155,2352.043510198593
307,160956416,415.69903087615967,,,0.00040419947506561683,2359.5864794254303
308,161480704,416.801176071167,,,0.00040551181102362207,2367.1603038311005
309,162004992,414.2455630302429,,,0.0004068241469816273,2374.718198299408
310,162529280,415.8565983772278,,,0.0004081364829396326,2382.2787742614746
311,163053568,412.69194412231445,,,0.0004094488188976378,2389.8373470306396
312,163577856,413.97448539733887,,,0.000410761154855643,2397.3963203430176
313,164102144,414.67830181121826,,,0.0004120734908136483,2404.9548778533936
314,164626432,414.1710081100464,,,0.0004133858267716535,2412.513508796692
315,165150720,412.0271301269531,,,0.0004146981627296588,2420.072922706604
316,165675008,414.94407653808594,,,0.00041601049868766405,2427.6341722011566
317,166199296,412.4217047691345,,,0.0004173228346456693,2435.195609807968
318,166723584,413.1540880203247,,,0.00041863517060367457,2442.7552359104156
319,167247872,413.6687021255493,,,0.0004199475065616798,2450.311893939972
320,167772160,413.0613913536072,,,0.00042125984251968504,2457.870978116989
321,168296448,412.37114095687866,,,0.00042257217847769033,2465.429351091385
322,168820736,414.78976821899414,,,0.0004238845144356955,2472.9870145320892
323,169345024,413.1217517852783,,,0.0004251968503937008,2480.5479140281677
324,169869312,413.5331530570984,,,0.00042650918635170603,2488.106841802597
325,170393600,412.2455859184265,,,0.00042782152230971126,2495.656571865082
326,170917888,413.9615263938904,,,0.00042913385826771655,2503.216447353363
327,171442176,412.28284549713135,,,0.0004304461942257218,2510.779329061508
328,171966464,413.53063583374023,,,0.000431758530183727,2518.341178417206
329,172490752,409.7585678100586,,,0.0004330708661417323,2525.899633169174
330,173015040,411.35903549194336,,,0.00043438320209973754,2533.460557460785
331,173539328,412.3118824958801,,,0.00043569553805774283,2541.022423028946
332,174063616,411.359827041626,,,0.00043700787401574807,2548.581540107727
333,174587904,412.46373987197876,,,0.00043832020997375325,2556.1418397426605
334,175112192,410.5739588737488,,,0.00043963254593175853,2563.7031264305115
335,175636480,410.6072406768799,,,0.00044094488188976377,2571.2625489234924
336,176160768,410.38260412216187,,,0.000442257217847769,2578.8227021694183
337,176685056,410.09972620010376,,,0.0004435695538057743,2586.38308095932
338,177209344,409.36754322052,,,0.0004448818897637795,2593.941677093506
339,177733632,409.38283920288086,,,0.0004461942257217848,2601.5016853809357
340,178257920,409.3784956932068,,,0.00044750656167979005,2609.0604469776154
341,178782208,410.0280547142029,,,0.0004488188976377953,2616.617164373398
342,179306496,409.74301195144653,,,0.00045013123359580057,2624.1749477386475
343,179830784,408.96592235565186,,,0.00045144356955380575,2631.733612060547
344,180355072,408.0814332962036,,,0.000452755905511811,2639.29163980484
345,180879360,410.7720136642456,,,0.0004540682414698163,2646.847273826599
346,181403648,411.32539415359497,,,0.0004553805774278215,2654.4053297042847
347,181927936,408.827672958374,,,0.0004566929133858268,2661.9634714126587
348,182452224,407.8303689956665,,,0.00045800524934383203,2669.5233833789825
349,182976512,407.47311449050903,,,0.00045931758530183726,2677.0783853530884
350,183500800,406.83612394332886,,,0.00046062992125984255,2684.635373353958
351,184025088,407.9694242477417,,,0.0004619422572178478,2692.191733598709
352,184549376,407.91944646835327,,,0.000463254593175853,2699.749613046646
353,185073664,406.24760150909424,,,0.0004645669291338583,2707.306998729706
354,185597952,407.66668939590454,,,0.0004658792650918635,2714.8651156425476
355,186122240,407.5683002471924,,,0.0004671916010498688,2722.424735069275
356,186646528,407.2403802871704,,,0.000468503937007874,2729.9875497817993
357,187170816,407.2472906112671,,,0.00046981627296587925,2737.54851102829
358,187695104,407.0862035751343,,,0.00047112860892388453,2745.1057817935944
359,188219392,408.33274030685425,,,0.00047244094488188977,2752.6680710315704
360,188743680,407.5734496116638,,,0.000473753280839895,2760.232881784439
361,189267968,405.70961904525757,,,0.0004750656167979003,2767.791377067566
362,189792256,404.7733392715454,,,0.0004763779527559055,2775.3508327007294
363,190316544,406.2444863319397,,,0.0004776902887139108,2782.909348964691
364,190840832,407.25595712661743,,,0.00047900262467191605,2790.466281414032
365,191365120,406.4174404144287,,,0.00048031496062992123,2798.0258231163025
366,191889408,405.64424562454224,,,0.0004816272965879265,2805.583876848221
367,192413696,407.2227635383606,,,0.00048293963254593175,2813.143463611603
368,192937984,407.39476680755615,,,0.000484251968503937,2820.702893972397
369,193462272,405.9732995033264,,,0.00048556430446194227,2828.261151790619
370,193986560,405.90033435821533,,,0.0004868766404199475,2835.8181614875793
371,194510848,405.10705184936523,,,0.0004881889763779528,2843.3770072460175
372,195035136,405.0518956184387,,,0.000489501312335958,2850.937250852585
373,195559424,407.3948473930359,,,0.0004908136482939632,2858.5041120052338
374,196083712,405.9680132865906,,,0.0004921259842519685,2866.0648148059845
375,196608000,406.4258108139038,,,0.0004934383202099738,2873.625083208084
376,197132288,404.0997223854065,,,0.000494750656167979,2881.1845319271088
377,197656576,404.86766624450684,,,0.0004960629921259843,2888.7450909614563
378,198180864,404.8442950248718,,,0.0004973753280839895,2896.303920507431
379,198705152,405.7493667602539,,,0.0004986876640419948,2903.861372947693
380,199229440,403.2176685333252,,,0.0005,2911.420238018036
381,199753728,403.49595165252686,,,0.0005,2918.9779102802277
382,200278016,404.92330980300903,,,0.0004999998953813417,2926.5353894233704
383,200802304,404.9711833000183,,,0.000499999581525454,2934.0963473320007
384,201326592,401.48911571502686,,,0.0004999990584325998,2941.654675722122
385,201850880,403.24793910980225,,,0.0004999983261032168,2949.205963611603
386,202375168,404.3375597000122,,,0.0004999973845379181,2956.7653675079346
387,202899456,405.2636194229126,,,0.0004999962337374914,2964.3414278030396
388,203423744,404.1107749938965,,,0.0004999948737029003,2971.9061155319214
389,203948032,402.6094470024109,,,0.0004999933044352827,2979.4662296772003
390,204472320,403.53675651550293,,,0.0004999915259359522,2987.024855852127
391,204996608,405.37086725234985,,,0.0004999895382063973,2994.582882642746
392,205520896,402.5349922180176,,,0.0004999873412482815,3002.1419048309326
393,206045184,404.219810962677,,,0.0004999849350634438,3009.6999547481537
394,206569472,405.0990672111511,,,0.0004999823196538977,3017.2586731910706
395,207093760,402.3473482131958,,,0.0004999794950218323,3024.815611600876
396,207618048,403.1131772994995,,,0.0004999764611696119,3032.373293876648
397,208142336,404.1254596710205,,,0.0004999732180997756,3039.9321689605713
398,208666624,403.00654315948486,,,0.0004999697658150374,3047.4923372268677
399,209190912,403.5111680030823,,,0.0004999661043182869,3055.0512096881866
400,209715200,401.5290460586548,6.256602997779846,521.4445796662947,0.0004999622336125886,3067.2799911499023
